date,area_id,rainfall_mm,population,water_consumption_m3,area_water_usage_m3,residential_water_demand_m3
2016-10-01,zone_05,62.135,55901,247302.958,268471.186,248364.498
2016-11-01,zone_01,21.232,89845,403235.671,459378.347,409348.021
2016-11-01,zone_02,23.944,73950,214726.465,263187.759,215580.536
2016-11-01,zone_03,22.996,74471,201701.642,229547.564,210185.805
2016-11-01,zone_04,24.141,72526,167203.561,208522.576,162680.719
2016-11-01,zone_05,20.835,55851,256784.692,286175.243,256418.348
2016-12-01,zone_01,20.525,90056,397188.343,438857.688,405392.764
2016-12-01,zone_02,24.91,73803,221162.415,276705.776,220570.386
2016-12-01,zone_03,22.899,74535,218081.306,279350.452,218007.012
2016-12-01,zone_04,23.279,72629,181649.771,196115.974,172831.338
2016-12-01,zone_05,22.087,55943,261214.972,337425.322,267947.062
2017-01-01,zone_01,43.309,90125,429840.941,485553.048,413601.458
2017-01-01,zone_02,42.099,73956,244722.984,294462.01,238732.749
2017-01-01,zone_03,39.546,74667,245118.19,281683.385,237459.861
2017-01-01,zone_04,44.161,72669,198485.389,245131.052,186244.123
2017-01-01,zone_05,42.16,56001,254396.07,291391.254,255456.369
2017-02-01,zone_01,38.391,90050,384892.071,472631.019,402130.366
2017-02-01,zone_02,47.018,74133,236360.166,292303.104,224760.245
2017-02-01,zone_03,46.619,74756,222686.144,245308.33,211304.771
2017-02-01,zone_04,42.417,72765,163503.193,186424.394,159862.822
2017-02-01,zone_05,36.576,56024,217136.039,278087.841,220049.095
2017-03-01,zone_01,54.521,90181,459315.816,498581.421,433783.788
2017-03-01,zone_02,69.783,74168,233856.167,260506.808,238860.792
2017-03-01,zone_03,60.747,74869,225964.346,285206.62,225761.542
2017-03-01,zone_04,62.487,72758,167797.955,213845.044,163736.668
2017-03-01,zone_05,63.392,56100,253530.998,314011.802,236510.548
2017-04-01,zone_01,107.156,90275,380568.79,420621.293,375974.644
2017-04-01,zone_02,112.505,74386,236529.072,298275.225,221862.728
2017-04-01,zone_03,102.926,74840,217372.484,242259.302,219938.286
2017-04-01,zone_04,121.825,72726,167345.9,182900.59,166026.416
2017-04-01,zone_05,94.129,56158,243382.124,302212.924,248385.293
2017-05-01,zone_01,157.289,90337,429390.217,466185.8,399861.317
2017-05-01,zone_02,179.608,74227,234239.5,252519.564,229909.543
2017-05-01,zone_03,182.256,75078,243512.039,298262.196,236623.236
2017-05-01,zone_04,167.167,72902,186568.612,200603.777,187934.378
2017-05-01,zone_05,161.365,56327,261258.834,317611.072,251599.714
2017-06-01,zone_01,503.238,90258,329795.714,417216.033,335096.24
2017-06-01,zone_02,570.813,74422,186496.255,232882.534,188993.471
2017-06-01,zone_03,552.452,74969,171134.853,207619.885,175551.254
2017-06-01,zone_04,554.523,72848,140520.125,161258.409,142615.987
2017-06-01,zone_05,497.343,56338,245702.005,291766.85,236004.552
2017-07-01,zone_01,564.066,90384,372934.257,450816.934,363060.393
2017-07-01,zone_02,688.062,74553,177251.448,209149.812,176461.472
2017-07-01,zone_03,596.614,75107,186251.708,212010.841,179033.783
2017-07-01,zone_04,606.89,73046,131124.681,157692.353,123787.86
2017-07-01,zone_05,574.957,56366,197395.014,219663.368,207738.71
2017-08-01,zone_01,341.659,90543,365781.437,441310.431,372690.741
2017-08-01,zone_02,396.705,74479,162702.214,184096.466,167164.279
2017-08-01,zone_03,414.593,75064,178955.759,220926.327,180127.552
2017-08-01,zone_04,427.708,73108,133746.641,173545.034,136984.801
2017-08-01,zone_05,406.51,56483,228678.207,255938.684,222023.863
2017-09-01,zone_01,122.771,90549,354182.089,428507.143,368440.129
2017-09-01,zone_02,135.736,74764,193240.214,210082.432,189414.165
2017-09-01,zone_03,133.088,75345,175375.11,211040.642,181625.665
2017-09-01,zone_04,131.648,73077,141269.012,171217.695,141995.446
2017-09-01,zone_05,119.792,56618,255008.694,294067.724,236657.244
2017-10-01,zone_01,60.852,90657,397759.782,473055.748,395314.819
2017-10-01,zone_02,65.729,74562,247446.771,271233.637,230284.585
2017-10-01,zone_03,61.557,75300,212032.211,266585.2,209077.324
2017-10-01,zone_04,58.786,73082,184462.509,197155.661,175957.212
2017-10-01,zone_05,58.856,56579,260575.948,294027.265,271133.426
2017-11-01,zone_01,18.9,90882,421888.429,521822.168,421643.904
2017-11-01,zone_02,23.219,74697,230730.06,264006.151,233754.262
2017-11-01,zone_03,20.509,75515,237218.768,283817.805,228394.538
2017-11-01,zone_04,21.044,73093,194690.347,232521.096,196012.789
2017-11-01,zone_05,20.409,56529,241094.816,257673.874,252599.176
2017-12-01,zone_01,19.399,90868,422925.621,471773.812,404233.652
2017-12-01,zone_02,22.306,74816,252101.661,299909.396,249564.394
2017-12-01,zone_03,18.387,75395,246209.923,268625.274,233628.067
2017-12-01,zone_04,22.104,73291,196698.624,240932.142,189847.424
2017-12-01,zone_05,21.248,56661,280143.39,311647.65,269681.582
2018-01-01,zone_01,47.904,90737,390656.136,499444.302,395479.781
2018-01-01,zone_02,58.545,74898,240957.781,261967.853,241610.269
2018-01-01,zone_03,54.222,75543,262957.508,277533.829,248422.164
2018-01-01,zone_04,60.668,73231,181073.208,190489.784,177608.128
2018-01-01,zone_05,55.785,56668,262984.817,324883.403,255036.107
2018-02-01,zone_01,54.264,90958,438156.193,539726.116,409123.875
2018-02-01,zone_02,55.562,75112,219524.565,263132.156,217830.843
2018-02-01,zone_03,55.691,75713,232837.125,285817.687,216960.687
2018-02-01,zone_04,58.099,73468,172710.006,186725.487,164610.258
2018-02-01,zone_05,51.399,56869,281425.829,307134.97,260647.517
2018-03-01,zone_01,81.935,90868,395065.27,465838.614,410118.313
2018-03-01,zone_02,82.747,75231,251146.26,304594.621,245229.083
2018-03-01,zone_03,85.479,75624,226312.63,273970.225,226008.415
2018-03-01,zone_04,90.255,73326,154077.273,172815.943,158118.04
2018-03-01,zone_05,83.439,56869,283761.229,367188.881,266536.498
2018-04-01,zone_01,130.52,90892,404485.274,456096.408,398589.712
2018-04-01,zone_02,147.125,75155,234610.543,300532.975,228031.362
2018-04-01,zone_03,151.081,75858,217153.051,279671.436,220848.127
2018-04-01,zone_04,147.808,73546,158584.991,178796.117,159408.382
2018-04-01,zone_05,126.336,56986,276595.727,323810.754,273585.194
2018-05-01,zone_01,204.053,91009,403842.954,492445.116,407801.875
2018-05-01,zone_02,254.026,75291,226508.193,265571.539,225669.868
2018-05-01,zone_03,229.597,75927,213181.625,268261.691,217499.155
2018-05-01,zone_04,208.261,73471,193873.605,213608.523,197523.663
2018-05-01,zone_05,212.434,56955,251440.989,292354.54,250086.909
2018-06-01,zone_01,614.191,91090,332905.637,358414.758,334531.875
2018-06-01,zone_02,728.614,75299,202754.611,227243.871,192902.191
2018-06-01,zone_03,719.008,76113,168843.427,212011.427,176477.312
2018-06-01,zone_04,654.45,73537,156367.974,193702.124,153887.127
2018-06-01,zone_05,657.111,57063,235990.553,274865.321,227979.95
2018-07-01,zone_01,641.896,91165,298327.131,352533.334,288051.319
2018-07-01,zone_02,814.95,75275,177804.485,217459.581,173580.518
2018-07-01,zone_03,747.866,76041,170722.26,196029.793,172915.091
2018-07-01,zone_04,780.33,73584,143740.447,169757.92,133383.576
2018-07-01,zone_05,687.488,57152,214180.96,238824.707,202015.341
2018-08-01,zone_01,484.075,91231,312005.432,386069.224,304685.832
2018-08-01,zone_02,474.306,75503,167529.662,192723.058,172938.79
2018-08-01,zone_03,453.365,76097,179698.556,229852.671,167880.112
2018-08-01,zone_04,502.683,73638,145361.864,172586.324,134774.846
2018-08-01,zone_05,459.507,57081,184575.959,200764.73,179269.098
2018-09-01,zone_01,159.284,91276,324467.301,418696.163,341377.634
2018-09-01,zone_02,163.606,75430,188148.209,223083.961,181874.149
2018-09-01,zone_03,167.864,76366,191034.765,247414.571,195193.287
2018-09-01,zone_04,175.13,73681,153654.891,179488.589,147551.929
2018-09-01,zone_05,162.011,57268,222037.256,234845.816,222524.872
2018-10-01,zone_01,72.165,91476,377429.349,482776.872,395505.021
2018-10-01,zone_02,86.976,75724,223073.835,252584.047,209966.579
2018-10-01,zone_03,90.196,76408,221916.899,242076.507,212482.682
2018-10-01,zone_04,95.056,73772,171760.007,209565.119,160363.088
2018-10-01,zone_05,77.132,57341,263359.828,294688.218,259015.481
2018-11-01,zone_01,26.864,91469,439318.42,504227.407,425083.674
2018-11-01,zone_02,27.773,75716,223228.096,280023.734,225723.264
2018-11-01,zone_03,25.637,76397,208285.988,259871.537,211729.038
2018-11-01,zone_04,28.173,73914,178986.093,199775.193,177262.358
2018-11-01,zone_05,25.333,57297,256814.111,326984.157,260065.193
2018-12-01,zone_01,26.457,91498,443911.282,546950.146,450637.535
2018-12-01,zone_02,30.8,75718,255296.999,301900.3,237722.663
2018-12-01,zone_03,29.676,76433,228347.052,246075.058,215278.823
2018-12-01,zone_04,29.468,73912,186318.955,229135.084,175213.9
2018-12-01,zone_05,25.193,57493,239770.254,255949.199,231333.03
2019-01-01,zone_01,56.684,91672,413519.064,452250.055,426238.162
2019-01-01,zone_02,68.065,75831,266188.995,285057.059,263689.609
2019-01-01,zone_03,59.538,76593,221817.142,277586.877,208064.707
2019-01-01,zone_04,64.69,73927,183019.966,206032.76,171732.578
2019-01-01,zone_05,55.545,57448,276282.816,318755.457,270131.113
2019-02-01,zone_01,58.075,91626,409688.465,517632.048,412543.176
2019-02-01,zone_02,72.087,75983,246405.58,260352.941,238040.64
2019-02-01,zone_03,65.366,76649,230558.354,289528.045,215017.132
2019-02-01,zone_04,69.252,74001,156731.895,195780.639,146942.107
2019-02-01,zone_05,58.995,57516,263283.891,281943.726,259744.205
2019-03-01,zone_01,92.914,91615,419288.994,514620.129,401072.387
2019-03-01,zone_02,98.365,75987,237878.406,281291.672,240448.563
2019-03-01,zone_03,94.207,76744,222872.016,244390.386,212714.696
2019-03-01,zone_04,96.904,73974,159276.523,191685.775,167117.95
2019-03-01,zone_05,88.625,57711,267835.368,338111.155,260580.451
2019-04-01,zone_01,146.986,91796,421894.709,493011.232,425585.918
2019-04-01,zone_02,172.028,76065,236512.448,257727.997,233803.62
2019-04-01,zone_03,162.152,76824,206035.285,238305.585,215011.001
2019-04-01,zone_04,162.752,74160,179942.082,216797.284,173074.095
2019-04-01,zone_05,145.671,57667,273594.52,305983.084,253619.287
2019-05-01,zone_01,253.443,91630,463255.365,513437.345,452496.955
2019-05-01,zone_02,270.489,76192,238938.814,279511.189,222889.352
2019-05-01,zone_03,239.806,77036,206968.101,258658.923,198850.748
2019-05-01,zone_04,261.036,74259,197182.006,243746.781,191042.314
2019-05-01,zone_05,239.933,57782,273024.84,298036.555,265242.127
2019-06-01,zone_01,788.181,91849,353105.683,416402.85,350567.063
2019-06-01,zone_02,787.266,76313,183346.734,221671.445,187684.192
2019-06-01,zone_03,811.832,77095,172628.623,192941.311,171258.764
2019-06-01,zone_04,796.2,74332,156796.487,189027.048,151629.432
2019-06-01,zone_05,650.042,57774,219189.966,284838.349,229416.975
2019-07-01,zone_01,827.346,92019,351657.427,416036.392,335458.918
2019-07-01,zone_02,929.45,76417,196435.589,238527.792,186957.095
2019-07-01,zone_03,881.362,77164,174310.555,184022.145,171009.246
2019-07-01,zone_04,885.266,74427,151241.028,186481.472,144782.943
2019-07-01,zone_05,785.629,57892,204530.647,218983.31,213175.748
2019-08-01,zone_01,519.481,91993,327997.204,384219.86,321872.912
2019-08-01,zone_02,596.352,76392,191161.605,227195.913,192561.624
2019-08-01,zone_03,595.769,77105,170345.409,197281.397,174624.96
2019-08-01,zone_04,597.721,74401,131916.999,158200.74,125697.698
2019-08-01,zone_05,554.699,57978,206467.708,261892.053,210675.874
2019-09-01,zone_01,177.416,91883,344321.777,402970.402,321806.137
2019-09-01,zone_02,214.706,76423,193460.361,223210.444,187731.559
2019-09-01,zone_03,179.129,77391,189987.723,221798.539,185992.08
2019-09-01,zone_04,192.055,74448,142827.729,151382.8,149123.534
2019-09-01,zone_05,159.501,58089,222862.405,253992.27,208897.492
2019-10-01,zone_01,89.894,92183,356451.092,448714.781,366128.269
2019-10-01,zone_02,105.823,76619,210608.43,252378.672,202859.195
2019-10-01,zone_03,90.036,77450,202387.927,245086.304,210242.448
2019-10-01,zone_04,103.474,74536,164628.595,205516.328,160828.174
2019-10-01,zone_05,87.381,58154,275492.911,295963.244,255956.643
2019-11-01,zone_01,27.573,92089,443896.789,561737.605,441863.007
2019-11-01,zone_02,31.341,76636,213165.204,276567.21,209944.144
2019-11-01,zone_03,34.502,77466,240504.015,282837.223,230094.563
2019-11-01,zone_04,36.314,74617,179177.979,202716.537,172840.235
2019-11-01,zone_05,30.271,58115,271029.412,338178.502,253520.618
2019-12-01,zone_01,29.572,92336,453478.623,551771.957,433875.976
2019-12-01,zone_02,29.555,76660,231822.968,262045.509,235657.274
2019-12-01,zone_03,32.789,77543,234926.073,255146.444,239802.118
2019-12-01,zone_04,31.27,74703,180616.875,193013.021,171723.835
2019-12-01,zone_05,30.122,58242,269734.454,313632.98,262997.297
2020-01-01,zone_01,73.339,92386,459687.476,591198.49,426329.897
2020-01-01,zone_02,67.419,76745,246045.337,272260.72,242760.288
2020-01-01,zone_03,67.931,77718,245749.517,281820.068,230095.134
2020-01-01,zone_04,67.924,74617,176034.453,215251.344,176221.951
2020-01-01,zone_05,64.975,58312,266890.581,333693.519,261379.714
2020-02-01,zone_01,59.895,92266,396129.085,424102.125,398038.968
2020-02-01,zone_02,71.528,76924,245892.622,263306.937,230100.409
2020-02-01,zone_03,65.649,77717,234844.796,276842.334,225506.845
2020-02-01,zone_04,74.725,74754,166056.846,177490.131,161429.028
2020-02-01,zone_05,66.04,58358,258216.073,322441.712,262452.619
2020-03-01,zone_01,102.127,92300,430990.305,552177.042,412036.021
2020-03-01,zone_02,116.543,76947,237148.336,301483.762,249459.253
2020-03-01,zone_03,104.397,77823,219274.075,252429.407,218151.181
2020-03-01,zone_04,111.31,74796,176628.746,195956.246,165719.68
2020-03-01,zone_05,98.673,58391,259263.993,298526.418,268028.717
2020-04-01,zone_01,156.846,92675,412384.483,475604.473,382459.907
2020-04-01,zone_02,185.1,76943,243271.59,286968.161,240656.941
2020-04-01,zone_03,167.596,77940,231595.695,279370.515,231430.018
2020-04-01,zone_04,187.087,74926,155435.536,182285.904,155191.661
2020-04-01,zone_05,157.678,58439,282737.136,319988.338,266127.892
2020-05-01,zone_01,251.188,92471,471673.789,522290.444,441493.98
2020-05-01,zone_02,271.169,77036,261682.085,326992.253,247278.382
2020-05-01,zone_03,269.773,78069,211968.91,240304.455,210052.489
2020-05-01,zone_04,300.413,74928,166166.993,188457.49,163659.555
2020-05-01,zone_05,256.864,58601,272974.287,330364.036,255289.83
2020-06-01,zone_01,875.953,92717,363506.217,460902.953,351026.428
2020-06-01,zone_02,857.162,77083,188178.86,222223.261,197244.999
2020-06-01,zone_03,843.019,78089,174698.566,210574.74,169605.755
2020-06-01,zone_04,774.655,74882,132123.143,171191.755,125077.75
2020-06-01,zone_05,742.921,58662,218947.243,245078.61,207016.764
2020-07-01,zone_01,889.591,92689,334292.062,427237.554,348343.655
2020-07-01,zone_02,1039.474,77290,189543.486,244621.323,179388.651
2020-07-01,zone_03,935.55,78210,168618.776,190385.199,174649.586
2020-07-01,zone_04,991.163,75030,124859.608,155352.784,124211.987
2020-07-01,zone_05,889.433,58639,205783.934,260388.838,200058.026
2020-08-01,zone_01,537.769,92792,370357.384,437752.084,356978.925
2020-08-01,zone_02,641.007,77316,188928.102,202699.443,182867.358
2020-08-01,zone_03,646.227,78171,172722.309,182295.196,178824.7
2020-08-01,zone_04,588.248,75034,126472.09,138057.659,127467.114
2020-08-01,zone_05,568.188,58747,211472.934,235839.941,197484.141
2020-09-01,zone_01,182.507,92887,316377.216,397586.971,321661.496
2020-09-01,zone_02,208.907,77456,209391.715,249083.418,199524.596
2020-09-01,zone_03,212.022,78165,185371.985,201756.917,188914.921
2020-09-01,zone_04,217.465,75151,157556.072,181674.794,147534.507
2020-09-01,zone_05,185.464,58756,216449.428,256456.19,219679.015
2020-10-01,zone_01,103.058,92831,424663.022,537846.916,409571.913
2020-10-01,zone_02,100.179,77395,202827.954,243816.112,208712.442
2020-10-01,zone_03,102.156,78244,227971.654,284879.048,231033.393
2020-10-01,zone_04,110.342,75199,162730.725,194943.317,169381.936
2020-10-01,zone_05,96.381,58803,262145.076,295420.394,265010.967
2020-11-01,zone_01,30.505,92670,452192.231,501115.932,419888.705
2020-11-01,zone_02,35.198,77466,223312.824,263886.32,207723.461
2020-11-01,zone_03,32.575,78462,214183.722,252279.365,212732.466
2020-11-01,zone_04,33.73,75177,189160.365,212988.601,182865.763
2020-11-01,zone_05,31.711,58970,242787.845,260190.919,254382.822
2020-12-01,zone_01,31.62,92891,444153.786,541814.97,438736.467
2020-12-01,zone_02,35.018,77659,247238.515,268339.988,232995.636
2020-12-01,zone_03,34.24,78645,214884.719,244833.074,219892.232
2020-12-01,zone_04,37.003,75251,174451.103,222008.909,181542.039
2020-12-01,zone_05,32.044,59022,275983.303,308261.569,255544.679
2021-01-01,zone_01,52.729,93015,434293.4,549277.212,448914.683
2021-01-01,zone_02,65.293,77745,257014.213,323262.909,243721.694
2021-01-01,zone_03,59.701,78749,233786.692,296018.148,242471.258
2021-01-01,zone_04,61.015,75475,192018.305,234614.366,199894.539
2021-01-01,zone_05,59.885,59131,280095.482,350337.348,272968.624
2021-02-01,zone_01,61.683,93092,423705.837,452605.391,424198.02
2021-02-01,zone_02,60.56,77722,258445.56,323194.796,249510.676
2021-02-01,zone_03,65.739,78870,250635.574,263779.496,235858.629
2021-02-01,zone_04,63.191,75644,182997.42,220986.065,174017.999
2021-02-01,zone_05,53.299,59113,254499.99,319010.652,258641.883
2021-03-01,zone_01,91.543,93225,401702.038,497589.3,407778.581
2021-03-01,zone_02,99.113,77762,246960.993,321012.034,248128.402
2021-03-01,zone_03,101.43,78856,248765.605,282916.332,250193.789
2021-03-01,zone_04,94.412,75641,196686.712,232431.248,187174.413
2021-03-01,zone_05,89.645,59330,264967.87,310967.777,274169.125
2021-04-01,zone_01,168.371,93268,419483.473,497281.977,392384.159
2021-04-01,zone_02,158.244,78008,244724.179,262640.783,230110.523
2021-04-01,zone_03,134.363,78853,230787.849,257345.394,233202.366
2021-04-01,zone_04,161.759,75612,182004.133,228023.134,184466.384
2021-04-01,zone_05,155.891,59264,295316.728,377344.548,274127.389
2021-05-01,zone_01,233.752,93435,386144.923,465417.406,372109.785
2021-05-01,zone_02,240.039,77859,227316.155,273184.234,238653.051
2021-05-01,zone_03,257.845,78997,222632.617,242255.096,228815.342
2021-05-01,zone_04,255.395,75736,176206.595,218438.715,181422.769
2021-05-01,zone_05,236.417,59380,271077.141,335126.618,257462.421
2021-06-01,zone_01,711.68,93223,356516.593,387307.987,330637.192
2021-06-01,zone_02,789.056,78040,203268.017,253509.465,195934.804
2021-06-01,zone_03,800.552,79283,187148.546,237153.691,188058.699
2021-06-01,zone_04,818.594,75615,148040.21,156536.852,140821.954
2021-06-01,zone_05,647.573,59491,247554.888,307512.206,230641.349
2021-07-01,zone_01,788.32,93462,320387.122,390128.393,316876.353
2021-07-01,zone_02,999.709,78060,163126.545,188368.282,156386.376
2021-07-01,zone_03,872.181,79179,196201.438,232681.277,185197.437
2021-07-01,zone_04,871.692,75816,123421.299,139345.587,118086.223
2021-07-01,zone_05,801.445,59427,232826.164,293713.117,231731.944
2021-08-01,zone_01,563.408,93543,307029.232,361138.94,319226.312
2021-08-01,zone_02,592.073,78172,167444.975,181010.263,174656.486
2021-08-01,zone_03,537.122,79233,215337.253,277756.628,205947.14
2021-08-01,zone_04,550.971,75696,141965.658,152844.406,137573.04
2021-08-01,zone_05,512.999,59523,233650.564,248268.022,222016.632
2021-09-01,zone_01,176.155,93723,357852.699,411406.67,369494.168
2021-09-01,zone_02,195.28,78350,189048.103,230013.254,191026.732
2021-09-01,zone_03,178.512,79312,192924.164,229475.662,200888.238
2021-09-01,zone_04,188.651,76149,139139.027,151681.504,138479.751
2021-09-01,zone_05,172.06,59589,232140.898,253743.042,223233.896
2021-10-01,zone_01,84.493,93635,420803.452,488856.672,419859.558
2021-10-01,zone_02,91.142,78327,226246.283,260713.502,225494.184
2021-10-01,zone_03,93.621,79590,269583.991,326302.975,256702.798
2021-10-01,zone_04,102.092,75943,179062.371,217218.684,170152.274
2021-10-01,zone_05,79.781,59616,308866.492,372113.396,290680.461
2021-11-01,zone_01,28.881,93699,407767.562,436184.432,411574.182
2021-11-01,zone_02,32.739,78388,226176.1,262808.638,224874.688
2021-11-01,zone_03,32.66,79552,245740.287,263780.257,236738.066
2021-11-01,zone_04,31.641,76052,180486.418,203894.25,181164.681
2021-11-01,zone_05,29.48,59717,286132.157,315091.673,268082.315
2021-12-01,zone_01,30.613,93821,451370.234,563406.799,445159.31
2021-12-01,zone_02,33.751,78580,247779.825,307765.924,252872.36
2021-12-01,zone_03,29.234,79544,233025.475,294964.288,229874.703
2021-12-01,zone_04,29.79,76131,193721.467,217918.196,181137.501
2021-12-01,zone_05,29.476,59717,261784.921,287805.702,258460.344
2022-01-01,zone_01,54.49,93794,477412.819,599231.193,466155.989
2022-01-01,zone_02,59.73,78417,230935.751,251282.093,226628.118
2022-01-01,zone_03,55.269,79718,255411.739,271284.09,238158.229
2022-01-01,zone_04,53.624,76089,172966.254,203656.897,160442.828
2022-01-01,zone_05,52.179,59817,300029.091,373261.684,282421.804
2022-02-01,zone_01,56.487,93921,408482.895,434764.104,412641.798
2022-02-01,zone_02,59.675,78749,243282.847,256500.07,231166.123
2022-02-01,zone_03,58.715,79906,198402.465,239897.762,204688.213
2022-02-01,zone_04,57.748,76120,164661.372,196992.488,162491.95
2022-02-01,zone_05,52.565,59796,241960.316,273218.842,247871.035
2022-03-01,zone_01,79.552,94038,443391.957,508810.023,448324.365
2022-03-01,zone_02,81.149,78689,260758.629,301601.58,246162.553
2022-03-01,zone_03,79.974,79802,243083.649,285159.553,234520.645
2022-03-01,zone_04,89.153,76158,180385.505,191691.83,179774.521
2022-03-01,zone_05,82.084,60024,260124.792,320190.832,262952.254
2022-04-01,zone_01,146.187,94021,417651.3,439924.127,426019.948
2022-04-01,zone_02,152.738,78954,278866.011,316169.247,259154.42
2022-04-01,zone_03,140.5,80019,221638.624,282084.514,223729.82
2022-04-01,zone_04,148.22,76245,175479.036,185973.895,182553.836
2022-04-01,zone_05,139.319,60122,265459.591,323227.394,267607.492
2022-05-01,zone_01,194.338,94219,392289.668,465439.885,407059.981
2022-05-01,zone_02,248.497,78950,238323.922,292724.474,231737.135
2022-05-01,zone_03,231.684,80131,228615.962,280418.577,232223.69
2022-05-01,zone_04,238.531,76296,175401.842,202935.197,181038.964
2022-05-01,zone_05,213.875,59990,277231.218,310289.938,275729.011
2022-06-01,zone_01,653.46,94158,366321.172,393958.368,342020.431
2022-06-01,zone_02,769.2,78987,186390.584,235337.518,185557.744
2022-06-01,zone_03,744.368,80185,231137.738,248495.298,217570.595
2022-06-01,zone_04,709.105,76501,150146.503,170772.964,153864.826
2022-06-01,zone_05,643.863,60248,225086.767,236587.889,236148.763
2022-07-01,zone_01,760.264,94228,369362.563,420867.535,345324.268
2022-07-01,zone_02,871.632,78971,167057.357,182691.472,172140.309
2022-07-01,zone_03,823.671,80351,174756.88,212204.604,177632.086
2022-07-01,zone_04,778.831,76462,144034.969,182003.919,148658.648
2022-07-01,zone_05,743.073,60301,219477.629,276653.515,218434.248
2022-08-01,zone_01,475.988,94380,351011.075,443576.827,360031.548
2022-08-01,zone_02,565.908,79190,185351.845,198215.86,190288.135
2022-08-01,zone_03,532.071,80430,189080.378,230887.407,180452.9
2022-08-01,zone_04,530.168,76440,162148.516,181867.779,157267.844
2022-08-01,zone_05,468.074,60244,255223.172,278866.747,240205.331
2022-09-01,zone_01,170.167,94257,327483.516,411505.275,325432.386
2022-09-01,zone_02,179.724,79156,230633.597,280575.614,213635.844
2022-09-01,zone_03,173.595,80280,191465.938,219766.081,195551.089
2022-09-01,zone_04,164.085,76602,152634.154,175207.55,149978.881
2022-09-01,zone_05,159.532,60372,227598.874,291573.893,238946.769
2022-10-01,zone_01,79.063,94385,390886.233,482135.718,380000.572
2022-10-01,zone_02,91.191,79531,239472.395,311018.532,242673.461
2022-10-01,zone_03,86.885,80523,229099.214,290671.419,212507.268
2022-10-01,zone_04,91.222,76588,178672.069,189270.159,179282.668
2022-10-01,zone_05,75.585,60476,293825.26,379950.272,279483.212
2022-11-01,zone_01,26.832,94645,344267.312,392107.907,357153.389
2022-11-01,zone_02,29.197,79457,239744.465,271744.729,223920.484
2022-11-01,zone_03,29.407,80671,207992.367,261588.703,215057.78
2022-11-01,zone_04,31.023,76656,167433.321,178070.321,174502.992
2022-11-01,zone_05,24.983,60503,280516.354,334385.117,275631.572
2022-12-01,zone_01,27.537,94664,410484.079,526346.465,423634.799
2022-12-01,zone_02,30.245,79541,231596.579,294378.778,233486.496
2022-12-01,zone_03,28.372,80701,231885.822,298265.547,237963.666
2022-12-01,zone_04,25.814,76783,176943.688,201751.344,179413.543
2022-12-01,zone_05,29.358,60594,279208.089,343268.145,274373.833
2023-01-01,zone_01,50.242,94657,444954.065,540154.547,425940.149
2023-01-01,zone_02,58.459,79564,241568.07,265017.693,238026.086
2023-01-01,zone_03,59.656,80952,239119.952,301373.771,232776.45
2023-01-01,zone_04,58.601,76775,181918.849,213035.963,177360.532
2023-01-01,zone_05,51.316,60667,278985.062,349186.004,283525.704
2023-02-01,zone_01,49.969,94817,378873.757,410377.944,395734.44
2023-02-01,zone_02,54.457,79733,206557.498,266657.633,209571.811
2023-02-01,zone_03,61.557,81003,239818.836,283160.804,227886.823
2023-02-01,zone_04,61.989,76938,193400.262,236257.62,180750.67
2023-02-01,zone_05,52.057,60881,267670.888,311313.066,262933.958
2023-03-01,zone_01,85.412,94758,400654.004,421440.922,390328.251
2023-03-01,zone_02,81.942,79870,256897.196,330319.55,243705.959
2023-03-01,zone_03,88.129,81019,246397.457,296035.098,235051.674
2023-03-01,zone_04,84.11,76855,178133.83,189020.834,182735.917
2023-03-01,zone_05,74.522,60691,315046.477,402031.344,301001.376
2023-04-01,zone_01,127.941,94690,395909.291,510484.193,396450.483
2023-04-01,zone_02,142.087,79876,273690.424,310176.432,258913.619
2023-04-01,zone_03,124.842,81131,240757.084,254653.031,252453.05
2023-04-01,zone_04,137.467,76958,183769.253,214863.612,184042.27
2023-04-01,zone_05,134.751,60860,267128.607,301506.189,250500.589
2023-05-01,zone_01,214.457,94853,415116.691,504563.842,434270.953
2023-05-01,zone_02,225.733,79915,258993.967,311035.412,252324.001
2023-05-01,zone_03,237.416,81255,233848.942,252981.506,225810.144
2023-05-01,zone_04,227.057,77231,168217.755,212624.365,170382.824
2023-05-01,zone_05,212.956,60944,264940.819,313358.998,277179.32
2023-06-01,zone_01,648.567,94935,366511.124,415662.229,372428.311
2023-06-01,zone_02,714.847,79967,193986.988,244374.861,200325.577
2023-06-01,zone_03,726.379,81342,203606.518,257494.298,191921.075
2023-06-01,zone_04,715.308,77036,131781.485,159196.966,138138.744
2023-06-01,zone_05,667.198,60948,235137.01,289669.393,242048.199
2023-07-01,zone_01,773.597,95095,362237.563,399538.405,371504.63
2023-07-01,zone_02,825.971,80194,179187.71,194259.102,188416.712
2023-07-01,zone_03,800.433,81257,199445.331,227210.466,201395.979
2023-07-01,zone_04,865.157,77101,145349.416,162960.483,138703.238
2023-07-01,zone_05,730.741,61141,254340.792,279488.062,241185.815
2023-08-01,zone_01,494.722,95044,352459.538,424355.014,360789.897
2023-08-01,zone_02,558.367,80245,187869.952,203073.255,196475.412
2023-08-01,zone_03,476.358,81515,187512.348,210658.163,186959.975
2023-08-01,zone_04,496.766,77194,120778.88,135573.951,125251.662
