date,month,quarter,year,month_sin,month_cos,demand_lag_1,demand_lag_2,demand_lag_3,demand_lag_6,demand_lag_12,demand_rolling_mean_3,demand_rolling_std_3,demand_rolling_mean_6,demand_rolling_std_6,rainfall_mm_lag_1,temp_max_c_lag_1,temp_min_c_lag_1,humidity_max_pct_lag_1,humidity_min_pct_lag_1,wind_speed_kmh_lag_1,solar_radiation_mj_m2_lag_1,sunshine_hours_lag_1,reservoir_level_m_lag_1,canal_discharge_cumecs_lag_1,groundwater_level_m_bgl_lag_1,total_population_lag_1,urban_population_lag_1,total_households_lag_1
2018-04-01,4,2,2018,0.8660254037844387,-0.4999999999999998,3933108.2,4046696.2,4340075.6,3890176.9,4003817.8,4106626.6666666665,209998.48045131107,4014554.266666667,201554.8791413876,104.07,33.33,23.24,80.7,55.6,2.84,455.18,212.4,32.07,7.727,10.51,1058472.0,395110.0,209866.0
2018-05-01,5,2,2018,0.49999999999999994,-0.8660254037844387,3971001.8,3933108.2,4046696.2,3761866.5,3896865.9,3983602.0666666664,57832.80622673514,4028025.0833333335,194144.35718418987,91.63,31.99,22.09,82.4,55.4,5.21,446.99,203.3,31.75,7.766,10.56,1061131.0,393284.0,210363.0
2018-06-01,6,2,2018,1.2246467991473532e-16,-1.0,4086891.0,3971001.8,3933108.2,4115402.2,3140934.9,3997000.3333333335,80120.09857444731,4082195.8333333335,143859.75174588306,137.03,31.61,19.35,78.1,56.9,4.86,423.04,215.3,31.58,8.0,10.59,1063158.0,396872.0,211006.0
2018-07-01,7,3,2018,-0.4999999999999997,-0.8660254037844388,3432172.5,4086891.0,3971001.8,4340075.6,3254941.2,3830021.766666667,349386.0413776836,3968324.2166666663,299033.5571332531,375.69,26.62,17.41,92.5,64.6,5.13,398.64,136.5,32.68,7.821,10.46,1067499.0,398260.0,211551.0
2018-08-01,8,3,2018,-0.8660254037844385,-0.5000000000000004,3020373.6,3432172.5,4086891.0,4046696.2,2989690.2,3513145.6999999997,537849.7331638028,3748373.8833333333,428310.104313834,585.73,28.24,16.89,94.7,67.9,6.23,341.2,130.9,34.76,8.0,10.23,1072781.0,401713.0,212391.0
2018-09-01,9,3,2018,-1.0,-1.8369701987210297e-16,3212726.0,3020373.6,3432172.5,3933108.2,2798315.7,3221757.3666666667,206047.94999758215,3609378.85,447046.40963478177,409.56,31.43,16.38,94.6,62.8,5.83,221.98,133.1,35.8,8.0,10.07,1067724.0,399105.0,212050.0
2018-10-01,10,4,2018,-0.8660254037844386,0.5000000000000001,2616837.9,3212726.0,3020373.6,3971001.8,3890176.9,2949979.1666666665,304117.0648182127,3390000.4666666663,564061.7088171379,544.34,28.83,20.87,95.5,64.7,7.37,294.38,139.7,37.57,7.381,9.84,1070630.0,402372.0,212161.0
2018-11-01,11,4,2018,-0.5000000000000004,0.8660254037844384,3487743.5,2616837.9,3212726.0,4086891.0,3761866.5,3105769.1333333333,445195.42846171034,3309457.4166666665,494751.6772238018,100.01,33.31,19.45,78.8,55.0,5.02,427.94,216.3,36.88,8.0,9.93,1075189.0,403798.0,212591.0
2018-12-01,12,4,2018,-2.4492935982947064e-16,1.0,3741101.9,3487743.5,2616837.9,3432172.5,4115402.2,3281894.4333333336,589722.6162439904,3251825.9000000004,396454.72472821345,173.99,35.95,24.48,82.3,56.2,4.35,449.15,214.3,36.57,7.773,9.97,1076312.0,406879.0,213372.0
2019-01-01,1,1,2019,0.49999999999999994,0.8660254037844387,4392625.0,3741101.9,3487743.5,3020373.6,4340075.6,3873823.466666667,466812.48157521413,3411901.3166666664,616609.211754061,120.44,38.07,25.14,83.0,54.5,6.15,401.64,196.8,35.9,8.0,10.04,1076300.0,407866.0,212869.0
2019-02-01,2,1,2019,0.8660254037844386,0.5000000000000001,4211519.3,4392625.0,3741101.9,3212726.0,4046696.2,4115082.0666666664,336297.0300763164,3610425.5999999996,655844.2223597904,84.96,36.7,22.02,80.9,55.0,5.72,401.93,200.8,35.15,7.457,10.15,1079139.0,407854.0,214263.0
2019-03-01,3,1,2019,1.0,6.123233995736766e-17,4121355.4,4211519.3,4392625.0,2616837.9,3933108.2,4241833.233333333,138152.0896933935,3761863.8333333335,650529.2118899415,84.66,34.98,19.27,78.2,54.5,5.75,503.02,201.5,34.49,8.0,10.26,1083862.0,412453.0,215135.0
2019-04-01,4,2,2019,0.8660254037844387,-0.4999999999999998,4374167.8,4121355.4,4211519.3,3487743.5,3971001.8,4235680.833333333,128126.35235661482,4054752.15,364711.2943032057,92.05,33.82,22.01,83.4,50.4,6.02,382.72,188.3,33.85,7.971,10.35,1090823.0,413129.0,215617.0
2019-05-01,5,2,2019,0.49999999999999994,-0.8660254037844387,4235456.5,4374167.8,4121355.4,3741101.9,4086891.0,4243659.899999999,126605.68402373619,4179370.983333333,237927.62435981605,87.95,34.04,22.06,80.4,56.9,7.05,381.57,211.1,33.25,7.851,10.43,1085616.0,413124.0,214400.0
2019-06-01,6,2,2019,1.2246467991473532e-16,-1.0,4215088.9,4235456.5,4374167.8,4392625.0,3432172.5,4274904.4,86565.7363921679,4258368.816666666,104689.83360816582,76.71,25.1,15.16,77.6,54.3,4.52,322.46,205.8,32.71,7.626,10.54,1088541.0,414685.0,215544.0
2019-07-01,7,3,2019,-0.4999999999999997,-0.8660254037844388,3302845.5,4215088.9,4235456.5,4211519.3,3020373.6,3917796.966666667,532660.9517780135,4076738.9,387779.1465421839,298.48,27.71,15.81,92.7,61.2,7.07,248.01,134.2,33.4,7.81,10.41,1091551.0,418868.0,216172.0
2019-08-01,8,3,2019,-0.8660254037844385,-0.5000000000000004,3080795.2,3302845.5,4215088.9,4121355.4,3212726.0,3532909.866666667,601126.2422089278,3888284.8833333333,550002.1693454771,189.5,28.73,16.83,92.4,66.7,7.18,319.35,127.4,33.64,8.0,10.36,1095005.0,420030.0,217513.0
2019-09-01,9,3,2019,-1.0,-1.8369701987210297e-16,3054449.5,3080795.2,3302845.5,4374167.8,2616837.9,3146030.0666666664,136443.5197279936,3710467.233333333,626698.7812775613,208.75,29.76,16.25,98.1,67.0,10.1,324.48,132.9,33.94,7.662,10.31,1096453.0,419612.0,216403.0
2019-10-01,10,4,2019,-0.8660254037844386,0.5000000000000001,2956695.8,3054449.5,3080795.2,4235456.5,3487743.5,3030646.8333333335,65384.17603229756,3474221.9000000004,592715.547064353,325.56,32.97,15.88,92.4,64.0,6.22,287.19,139.6,34.7,7.657,10.2,1094373.0,422104.0,216332.0
2019-11-01,11,4,2019,-0.5000000000000004,0.8660254037844384,3817270.9,2956695.8,3054449.5,4215088.9,3741101.9,3276138.733333333,471176.14839563397,3404524.3000000003,503113.61860881053,62.09,36.56,20.6,81.8,54.0,2.02,372.07,206.5,34.08,8.0,10.27,1099427.0,427511.0,217580.0
2019-12-01,12,4,2019,-2.4492935982947064e-16,1.0,3963235.0,3817270.9,2956695.8,3302845.5,4392625.0,3579067.233333333,543908.1084100944,3362548.65,426658.5310320312,47.51,31.61,24.65,79.9,57.6,4.65,465.58,212.4,33.4,8.0,10.33,1104326.0,426566.0,217831.0
